OBJECTID,ResourceAgencyNum,PublicName,AltName1,AltName2,AltName3,AltName4,AltName5,AltName6,AltName7,AltName8,AltName9,AltName10,AltName11,AltName12,AltName13,AltName14,AltName15,AltName16,AltName17,AltName18,AltName19,AltName20,AltName21,AltName22,AltName23,AltName24,AltName25
469,69795544,"JVS TO - ON Employment Services, Employment Source TO Centre",3002G,CV19,Employment Ontario,Jewish Vocational Service Toronto,Second Career,Toronto JVS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,69795539,"JVS TO - Youth Employment Services, Employment Source Jane Finch",CIF,CV19,Toronto Youth Job Corps,TYJC,Youth Reach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,69798804,Labour Education Centre - Labour Education Centre,CV19,LEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,69798800,Labour Education Centre - Literacy and Basic Skills,3956A,CV19,LBS,LEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,69798802,Labour Education Centre - ON Employment Services,3956A,Canada-Ontario Job Grant,COJG,CV19,Employment Ontario,LEC,OES,Second Career,Toronto and York Region Labour Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,69795696,Learning Enrichment Foundation - Employment ON Employment Services,3966A,Canada-Ontario Job Grant,COJG,CV19,Employment Ontario,LEF,Second Career,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,69795698,Learning Enrichment Foundation - Language Instruction for Newcomers to Canada,Childminding Monitoring Advisory and Support,CMAS,CV19,Language Instruction for Newcomers to Canada,LEF,LINC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,69795700,Learning Enrichment Foundation - Learning Enrichment Foundation,CCMP,Community Connections Mentorship Program,CV19,LEF,Settlement Program,Youth Host Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,69799528,Literal Change - Literal Change,covid-19,CV19,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,69795853,Metro TO Movement for Literacy - Metro TO Movement for Literacy,4658A,LBS,Literacy Access Network,Literacy and Basic Skills,Literacy Hotline,Movement for Literacy,MTML,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,69797933,Neighbourhood Link Support Services - Neighbourhood Link Employment Services,Neighbourhood Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,69797935,Neighbourhood Link Support Services - ON Employment Services,3975A,Canada-Ontario Job Grant,COJG,Employment Ontario,Neighbourhood Group,Second Career,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,69796069,Newcomer Women's Services TO - ON Employment Services,3980A ,Canada-Ontario Job Grant,COJG,Employment Ontario Services,NEW,Newcomer Women's Network,OES,Second Career,YJC,YJCS,Youth Job Connection,Youth Job Connection Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,69801044,Oasis Addiction Recovery Society - Employment Preparation Program,4745A,EAS,Oasis Employment Agency,OEAS,Ontario Employment Assessment Services,Ontario Employment Assistance Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,69801091,ON College of Teachers - ON College of Teachers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,69795421,ON Council on Articulation and Transfer - ON Council on Articulation and Transfer,ONCAT,ONTransfer.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,69795200,ON Learning Development Foundation - ON Learning Development Foundation,CV19,OLDF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,69801107,ON Society of Professional Engineers - ON Society of Professional Engineers,CV19,Internationally Trained Engineers,ITE,ITEs,OSPE,Professional Engineers Society,Society of Professional Engineers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,69796400,"ON. Min. of Labour, Training and Skills Development - Apprenticeship Office, TO Central, East and North offices",Apprenticeship Scholarship,CODA,Coop Diploma Apprenticeship Program,Co-op Diploma Apprenticeship Program,Loans for Tools,MAESD,Ministry of Advanced Education and Skills Development,"Ministry of Training, Colleges and Universities",MTCU,Ontario Youth Apprenticeship Program,OYAP,Pre-Apprenticeship Training Program,Youth Apprenticeship Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,69796415,"ON. Min. of Labour, Training and Skills Development - Apprenticeship Office, TO South office",Apprenticeship Scholarship,CODA,Coop Diploma Apprenticeship Program,Co-op Diploma Apprenticeship Program,Loans for Tools,MAESD,Ministry of Advanced Education and Skills Development,"Ministry of Training, Colleges and Universities",MTCU,Ontario Youth Apprenticeship Program,OYAP,Pre-Apprenticeship Training Program,Youth Apprenticeship Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,69796409,"ON. Min. of Labour, Training and Skills Development - e-Channel",Academic and Career Entrance Program,ACE,Coalition Ontarienne de Formation des Adultes,COFA,Deaf Learn Now,echannel,elearning,e-learning,Employment Ontario,GLA,Good Learning Anywhere,LBS,learninghub,Literacy and Basic Skills,Service de formation à distance pour adultes,The Learning Hub,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,69796391,"ON. Min. of Labour, Training and Skills Development - ON Job Creation Partnerships",Employment Ontario,MAESD,Ministry of Advanced Education and Skills Development,MTCU,OJCP,Ontario Job Creation Partnership,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,69796393,"ON. Min. of Labour, Training and Skills Development - ON Labour Market Partnerships",Employment Ontario,MAESD,Ministry of Advanced Education and Skills Development,MTCU,OLMP,Ontario Labour Market Partnership,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,69796395,"ON. Min. of Labour, Training and Skills Development - Pre-Apprenticeship Training Program",Employment Ontario,MAESD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,69796801,ON. Office of the Employer Adviser - ON. Office of the Employer Adviser,CV19,OEA,Ontario Office of the Employer Advisor,"Ontario. Ministry of Labour, Training and Skills Development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,69796958,Operation Springboard - ON Employment Services,3987A,Canada-Ontario Job Grant,COJG,CV19,Employment Ontario,Second Career,YJC,YJCS,Youth Job Connection Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,69796977,Opportunity for Advancement - Opportunity for Advancement,CV19,OFA,Poverty Game,Preparing for Change,Shape Your Life Boxing,WED,Women Under Stress,Women's Employment Development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,72355493,Parents Engaged in Education - Family Service Centre,CV19,Education Bank,Learn at Home Kits,PEIE,Technology Hub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,69799144,Parkdale Project Read - Literacy and Basic Skills / Academic Upgrading,4507A,Academic and Career Entrance,ACE,Community Literacy Program,LBS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,69799146,Parkdale Project Read - Parkdale Project Read,Project Read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,69799154,Progress Career Planning Institute - ON Employment Services,3820A,Canada-Ontario Job Grant,COJG,CV19,Employment Ontario,Job Connect,PCPI,Second Career,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,69800925,"PTP -- Adult Learning and Employment Programs - Academic Upgrading Program, GED",3814B,Adult Learning and Employment Programs,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,69800923,"PTP -- Adult Learning and Employment Programs - Literacy and Basic Skills, East Centre",3814B,Adult Learning and Employment Programs,CV19,LBS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,69800931,"PTP -- Adult Learning and Employment Programs - Literacy and Basic Skills, West Centre",3814A,Adult Learning and Employment Programs,CV19,LBS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,69800928,PTP -- Adult Learning and Employment Programs - ON Employment Services,3814A,Adult Learning and Employment Programs,Canada-Ontario Job Grant,COJG,CV19,Employment Ontario,Second Career,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,69800933,"PTP -- Adult Learning and Employment Programs - PTP -- Adult Learning and Employment Programs, West Centre",Adult Learning and Employment Programs,CV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,69797110,Rexdale Women's Centre - Employment Services for Women,CV19,Rexdale Womens Centre,RWC,Thistletown Multi Service Centre,Womens Employment Centre,Women's Employment Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,69801221,Ryerson University - Ryerson University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,69801185,"Seneca College - Academic Upgrading / Literacy and Basic Skills, Yorkgate Campus",4326F,Academic and Career Entrance,ACE,LBS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,69801182,Seneca College - Seneca College,CV19,Occupation Specific Language Training,OSLT,Seneca College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,69800383,Sistering - On the Path to Employment,CV19,On the path,Women's Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,69797333,Skills for Change - Employment Programs,Career Skills,CV19,Employment Preparation Workshop,Food Handler,"Immigrant, Refugee and Settlement Hub@791",IRS,Jane Finch Collaborative Bridging Education to Employment,JFBEE,Job Club,Lead On!,Mentoring for Change,Newcomer Entrepreneurship Hub,Pre-Apprenticeship Training Programs,Smart Serve,Step Ahead,Trades Win Support Program,Youth Leadership,NA,NA,NA,NA,NA,NA,NA,NA
511,70666742,"Skills for Change - ON Employment Services, Flemingdon Park Employment Centre",4059B,Canada-Ontario Job Grant,COJG,CV19,Employment Ontario,Job Connect,OES,Second Career,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,69797341,"Skills for Change - ON Employment Services, Stockyards Mall",4059A,Canada-Ontario Job Grant,COJG,CV19,Employment Ontario,Job Connect,OES,Second Career,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,69797335,"Skills for Change - Skills for Change, Skills for Change",CCW,Communication for the Canadian Workplace,CV19,English as a Second Language,ESL,Language Instruction for Newcomers to Canada,LINC,Seniors in Sync,Women Connecting with Women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,69799679,"Société Économique de l'ON - Economic Development, Employment and Immigration",Développement économique et d'employabilité,SEO La Société Économique de l'Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,69797527,St Stephen's Community House - Conflict Resolution and Training,CV19,St Stephens Community House,St Stephen's Conflict Resolution and Training,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,69797540,St Stephen's Community House - Connections Program,CV19,Job House,Jobhouse,St Stephens Community House,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,69797538,St Stephen's Community House - ON Employment Services,3851A,Canada-Ontario Job Grant,COJG,CV19,Employment Ontario,Job House,Jobhouse,Second Career,St Stephens Community House,YJC,YJCS,Youth Job Connection,Youth Job Connection Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,69799326,Times Change Women's Employment Service - ON Employment Services,4744A,CV19,Employment Ontario,Second Career,Women's Employment Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,69799328,Times Change Women's Employment Service - Times Change Women's Employment Service,CV19,Womens Employment Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,69797644,TNO - The Neighbourhood Organization - ON Employment Services,3912A,CV19,Employment Ontario,Second Career,The Neighbourhood Organization,TNO,YJC,YJCS,Youth Job Connection,Youth Job Connection Summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,69801040,TO Business Development Centre - TO Business Development Centre,BIZ Futures,Business Inc.,CV19,International Soft-Landing Program ,ISLP,Ontario Works Self-Employment Development Program,OWSED ,TBDC,Start-up Visa Program ,SUV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,69795831,"TO Catholic District School Board - Adult High School Diploma Program, Norfinch Adult Education Centre",Adult Continuing Education Credit Courses,Adult High School Credit Programs,Monsignor Fraser College,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,69795816,TO Catholic District School Board - Finch@Warden Adult Education Centre,Board of Education,CV19,English as a Second Language,ESL,Finch at Warden,French as a Second Language,FSL,Language Instruction for Newcomers to Canada,LINC,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,69795834,TO Catholic District School Board - Literacy and Basic Skills,4566A,Board of Education,CV19,LBS,St Leonard Adult Education Centre,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,69795822,TO Catholic District School Board - Mary Ward LINC / ESL Centre,Board of Education,Childminding Monitoring Advisory and Support,CMAS,CV19,English as a Second Language,ESL,French as a Second Language,FSL,Language Instruction for Newcomers to Canada,LINC,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,69795811,TO Catholic District School Board - ON Youth Apprenticeship Program,4566A,OYAP,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,69795836,TO Catholic District School Board - Our Lady of Mount Carmel Adult Education Centre,Board of Education,CV19,English as a Second Language,English as a Second Language Hospital Training Program,Enhanced Language Training,ESL,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,69795813,TO Catholic District School Board - TO Catholic District School Board,Board of Education,ELT,English as a Second Language,Enhanced Language Training,ESL,ESL-FSL-Citizenship and Language Training,Language Instruction for Newcomers to Canada,LINC,TCDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,69795070,TO Centre for Community Learning & Development - Clear Language and Design Consulting Service,CLAD,CV19,Toronto Centre for Community Learning and Development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,71622093,TO Centre for Community Learning & Development - Food Processing Essential Skills Program,CCLD ,FPE ,TCCLS ,Toronto Centre for Community Learning and Development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,69795063,TO Centre for Community Learning & Development - Literacy and Basic Skills,4582A,CCLD,CV19,LBS,TCCLD,Toronto Centre for Community Learning and Development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,69795067,TO Centre for Community Learning & Development - TO Centre for Community Learning & Development,CCLD,CV19,Regent Park Centre of Learning,TCCLD,Toronto Centre for Community Learning and Development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,69799202,TO Community Benefits Network - NextGen Builders Mentoring Program,LiUNA's African American Canadian Caucus,Next Gen Builders,Next Generation Builders,TCBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,73495459,TO Community Benefits Network - Quick Start in Construction,TCBN,Nexgen Builders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,69799204,TO Community Benefits Network - TO Community Benefits Network,TCBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,69799170,TO Community Employment Services - TO Community Employment Services,3858A,Canada-Ontario Job Grant,COJG,CV19,Employment Ontario,Job Connect,OES,Ontario Employment Services,Second Career,TCES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,69800611,TO District School Board - Adult High School Diploma Program,High School Credit Programs,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,69800588,"TO District School Board - Enhanced Language Training Program, Centrepoint LINC Site",CV19,ELT,Enhanced Language Training,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,69800577,"TO District School Board - Essential Skills Upgrading, East TO",3898H,Board of Education,CV19,East Toronto Assessment Centre,LBS,Literacy and Basic Skills,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,69800574,"TO District School Board - Essential Skills Upgrading, South / Central TO",3898M,Board of Education,Central Toronto Assessment Centre,CV19,LBS,Literacy and Basic Skills,South Toronto Assessment Centre,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,69800622,"TO District School Board - Essential Skills Upgrading, West TO",3898H,Board of Education,CV19,LBS,Literacy and Basic Skills,TDSB,West Toronto Assessment Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,69800605,"TO District School Board - Next-Steps Employment Centre, Don Mills Site",3898E,Board of Education,Canada-Ontario Job Grant,COJG,Employment Ontario,Next Steps Employment Centre,Ontario Employment Services,Second Career,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,69800599,"TO District School Board - Next-Steps Employment Centre, Downsview Site",3898G,Board of Education,Canada-Ontario Job Grant,Chesswood Drive Site,COJG,Employment Ontario,Next Steps Employment Centre,Ontario Employment Services,Second Career,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,69800602,"TO District School Board - Next-Steps Employment Centre, Riverdale Site",3898F,Board of Education,Canada-Ontario Job Grant,COJG,Employment Ontario,Gerrard Street Site,Next Steps Employment Centre,Ontario Employment Services,Second Career,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,69800608,"TO District School Board - Next-Steps Employment Centre, Scarb. Site",3898C,Board of Education,Canada-Ontario Job Grant,COJG,Employment Ontario,Next Steps Employment Centre,Ontario Employment Services,Second Career,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,69800619,"TO District School Board - On The Line, Bickford Centre",CV19,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,69800571,"TO District School Board - ON Employment Assistance Services, Scarb. Centre for Employment Accessibility",3898J,Board of Education,CV19,EAS,Employment Assistance Services,OEAS,Ontario Employment Assessment Services,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,69800580,TO District School Board - ON Youth Apprenticeship Program,3898M,Employment Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,69800585,"TO District School Board - TO District School Board, East Education Office",Board of Education,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,69800616,"TO District School Board - TO District School Board, Head Office",ELT,Enhanced Language Training,ESL-FSL-Citizenship and Language Training,Language Instruction for Newcomers to Canada,LINC,Metropolitan Toronto School for the Deaf,Parenting and Family Literacy Centres,TDSB,Toronto Board of Education,Toronto School for the Deaf,Triangle Program,Virtual School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,69800582,"TO District School Board - TO District School Board, West Education Office",Board of Education,TDSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,69800937,TO Hostels Training Centre - TO Hostels Training Centre,Hostel Training Centre,THTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,69800445,"TO Public Library - Adult Literacy Program, Albion Branch",4721A,CV19,LBS,Literacy and Basic Skills,Public Library,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,69800466,"TO Public Library - Adult Literacy Program, Barbara Frum Branch",4721A,CV19,LBS,Literacy and Basic Skills,Public Library,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,69800448,"TO Public Library - Adult Literacy Program, Don Mills Branch",4721A,CV19,LBS,Literacy and Basic Skills,Public Library,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,69800442,"TO Public Library - Adult Literacy Program, Downsview Branch",4721A,CV19,LBS,Literacy and Basic Skills,Public Library,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,69800451,"TO Public Library - Adult Literacy Program, Fairview Branch",4721A,CV19,LBS,Literacy and Basic Skills,Public Library,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,69800454,"TO Public Library - Adult Literacy Program, Malvern Branch",4721a;CV19,LBS,Literacy and Basic Skills,Public Library,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,69800457,"TO Public Library - Adult Literacy Program, Maria A Shchuka Branch",4721A,CV19,LBS,Literacy and Basic Skills,Public Library,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,69800477,"TO Public Library - Adult Literacy Program, North York Central Library",4721A,CV19,LBS,Literacy and Basic Skills,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,69800463,"TO Public Library - Adult Literacy Program, S Walter Stewart Branch",4721A,CV19,LBS,Literacy and Basic Skills,Public Library,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,69800460,"TO Public Library - Adult Literacy Program, York Woods Branch",4721A,CV19,LBS,Literacy and Basic Skills,Public Library,TPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,69800905,TO Workforce Innovation Group - TO Workforce Innovation Group,4949A,Local Board,Training Board,TTB,TWIG,Workforce Development Board,Workforce Innovation Group,Workforce Planning Board,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
